7109, 7610, null
29377, 29702, null, 325, 0
34836, 34836, null, 0, 0
40244, 40604, WIPE, 360, 0
41312, 48612, LIFT, 7300, 0
903, 2104, null, 1201, 0
3205, 4406, null, 1201, 0
5408, 5908, WIPE, 500, 0
4306, 5408, null, 1102, 0
4607, 5908, null, 1301, 0
7610, 8411, GUARD, 801, 0
1603, 3105, null, 1502, 0
4807, 6709, WIPE, 1902, 0
1103, 2504, null, 1401, 0
3706, 5007, null, 1301, 0
2121, 4613, WIPE, 2492, 0
6006, 8107, LIFT, 2101, 0
10290, 14458, null, 4168, 0
15684, 16919, null, 1235, 0
1703, 3706, LIFT, 2003, 1
703, 1804, GUARD, 1101, 1
2304, 3706, SNIFF, 1402, 1
4306, 6108, FLINCH, 1802, 1
7008, 8010, WIPE, 1002, 1
8910, 10913, LIFT, 2003, 1
11913, 14116, LICK, 2203, 1
14517, 15117, WIPE, 600, 1
15417, 15918, WIPE, 501, 1
16306, 16919, null, 613, 0
19021, 19521, SCRATCH, 500, 1
23526, 24026, SNIFF, 500, 1
24336, 24526, WIPE, 190, 1
25428, 25428, SCRATCH, 0, 1
702, 1704, null, 1002, 1
2204, 3705, SNIFF, 1501, 1
4506, 6608, GUARD, 2102, 1
7209, 9912, LIFT, 2703, 1
10379, 12013, GUARD, 1634, 1
12315, 14016, SNIFF, 1701, 1
15117, 16118, null, 1001, 0
16919, 17920, SCRATCH, 1001, 1
18520, 23125, GUARD, 4605, 1
23525, 25528, SNIFF, 2003, 1
302, 2004, WIPE, 1702, 1
2905, 3906, WIPE, 1001, 1
4506, 5808, SNIFF, 1302, 1
6409, 8611, GUARD, 2202, 1
9111, 10913, LIFT, 1802, 1
11513, 13816, SCRATCH, 2303, 1
14417, 15617, GUARD, 1200, 1
16518, 19321, GUARD, 2803, 1
20322, 24126, SCRATCH, 3804, 1
702, 3005, GUARD, 2303, 1
4407, 5708, SNIFF, 1301, 1
6809, 8744, SCRATCH, 1935, 1
10312, 11413, SNIFF, 1101, 1
602, 3305, GUARD, 2703, 1
5508, 7510, LIFT, 2002, 1
802, 1303, null, 501, 0
2448, 4706, LIFT, 2258, 1
5608, 9912, LICK, 4304, 1
10812, 11814, null, 1002, 0
1210, 4006, GUARD, 2796, 1
5107, 9711, LIFT, 4604, 1
10479, 16418, SCRATCH, 5939, 1
25227, 26033, SNIFF, 806, 1
1303, 2805, GUARD, 1502, 1
5707, 9111, LIFT, 3404, 1
11112, 15718, LIFT, 4606, 1
19688, 23125, SCRATCH, 3437, 1
25831, 26627, FLINCH, 796, 1
26627, 26627, GUARD, 0, 1
803, 17920, null, 17117, 0
20522, 21223, WIPE, 701, 1
22224, 23525, LIFT, 1301, 1
24527, 25527, GUARD, 1000, 1
3305, 5607, WIPE, 2302, 1
8209, 10479, LIFT, 2270, 1
11513, 13516, LIFT, 2003, 1
14417, 19422, GUARD, 5005, 1
21557, 24726, WIPE, 3169, 1
25830, 26439, LICK, 609, 1
1303, 2504, GUARD, 1201, 1
2505, 5007, WIPE, 2502, 1
8510, 11013, GUARD, 2503, 1
12615, 17420, SCRATCH, 4805, 1
21123, 23225, WIPE, 2102, 1
2405, 5908, GUARD, 3503, 1
8611, 12914, LIFT, 4303, 1
18220, 20322, LIFT, 2102, 1
22625, 24126, GUARD, 1501, 1
24927, 26033, SCRATCH, 1106, 1
1203, 3706, WIPE, 2503, 1
5607, 9010, WIPE, 3403, 1
9912, 11513, null, 1601, 0
13315, 15618, SNIFF, 2303, 1
16719, 18521, FLINCH, 1802, 1
20322, 22324, FLINCH, 2002, 1
23325, 25527, GUARD, 2202, 1
1103, 3906, WIPE, 2803, 1
7809, 10196, LIFT, 2387, 1
12414, 13816, LIFT, 1402, 1
16318, 18820, WIPE, 2502, 1
19922, 21524, FLINCH, 1602, 1
702, 2504, null, 1802, 0
6208, 7810, WIPE, 1602, 1
9712, 17320, GUARD, 7608, 1
19921, 24727, FLINCH, 4806, 1
603, 17320, WIPE, 16717, 1
18721, 19622, WIPE, 901, 1
20823, 22124, FLINCH, 1301, 1
23225, 24527, FLINCH, 1302, 1
1403, 2705, WIPE, 1302, 1
6208, 21123, SCRATCH, 14915, 1
22324, 22824, SCRATCH, 500, 1
23525, 24627, GUARD, 1102, 1
2304, 4307, WIPE, 2003, 1
5807, 8410, null, 2603, 0
9912, 12514, WIPE, 2602, 1
14016, 16318, SNIFF, 2302, 1
18521, 20522, GUARD, 2001, 1
22124, 23426, GUARD, 1302, 1
24927, 25830, SCRATCH, 903, 1
